STATION,STATION_NAME,DATE,HPCP
COOP:234273,JEFFERSON BARRACKS MO US,20061115 16:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061115 17:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20061115 18:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061115 19:00,0.50
COOP:234273,JEFFERSON BARRACKS MO US,20061115 23:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061201 00:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061201 01:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061201 05:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061204 16:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061204 18:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061205 15:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061205 16:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061205 17:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061205 18:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061206 12:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061206 13:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061206 14:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061211 15:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061211 19:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061220 09:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061220 12:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061220 19:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061220 23:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061221 01:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061221 02:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061221 03:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061221 04:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061221 08:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061231 01:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20061231 02:00,0.30
COOP:234273,JEFFERSON BARRACKS MO US,20061231 07:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20070101 01:00,0.00
COOP:234273,JEFFERSON BARRACKS MO US,20070104 14:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20070104 16:00,0.10
